date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:19	22288/22288	---M--	200	added ('OK')	image/png	etag:%225710-6142990e0bd72%22	https://en.yachiyo-ind.co.jp/lib/2024/03/bnr-gTop_motherson_YACHIYO.png	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/bnr-gTop_motherson_YACHIYO.png	(from https://en.yachiyo-ind.co.jp/)
18:34:20	33629/33629	---M--	200	added ('OK')	image/jpeg	etag:%22835d-61328edbd8b18%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_Vision2030.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_Vision2030.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:21	35000/35000	---M--	200	added ('OK')	image/jpeg	etag:%2288b8-6132875fbfdcf%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_Sunroofs.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_Sunroofs.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:21%20GMT	https://en.yachiyo-ind.co.jp/posts/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/posts/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:22%20GMT	https://en.yachiyo-ind.co.jp/products/sunroofs/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/sunroofs/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:22	39680/39680	---M--	200	added ('OK')	image/jpeg	etag:%229b00-61328760f85de%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_FuelTanks.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_FuelTanks.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:23	53114/53114	---M--	200	added ('OK')	image/jpeg	etag:%22cf7a-6132875acf335%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_PlasticProducts.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_PlasticProducts.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:24	97223/97223	---M--	200	added ('OK')	image/jpeg	etag:%2217bc7-6132875bb9940%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_CFRPProducts.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_CFRPProducts.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:23%20GMT	https://en.yachiyo-ind.co.jp/products/fueltanks/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/fueltanks/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:24%20GMT	https://en.yachiyo-ind.co.jp/products/plasticproducts/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/plasticproducts/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:25%20GMT	https://en.yachiyo-ind.co.jp/products/cfrpproducts/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/cfrpproducts/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:26	56877/56877	---M--	200	added ('OK')	image/jpeg	etag:%22de2d-6132875db94d7%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_ServiceParts.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_ServiceParts.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:26	82144/82144	---M--	200	added ('OK')	image/jpeg	etag:%22140e0-61328c3aa4d73%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_DrivingSupplementalDevice.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_DrivingSupplementalDevice.jpg	(from https://en.yachiyo-ind.co.jp/)
18:34:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:26%20GMT	https://en.yachiyo-ind.co.jp/products/serviceparts/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/serviceparts/index.html	(from https://en.yachiyo-ind.co.jp/)
18:34:28	123898/123898	---M--	200	added ('OK')	image/jpeg	etag:%221e3fa-613287621874b%22	https://en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_DrivingSimulator.jpg	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/lib/2024/03/gTopBtn_DrivingSimulator.jpg	(from https://en.yachiyo-ind.co.jp/)
18:35:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:27%20GMT	https://en.yachiyo-ind.co.jp/products/drivingsupplementaldevice/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/drivingsupplementaldevice/index.html	(from https://en.yachiyo-ind.co.jp/)
18:35:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:28%20GMT	https://en.yachiyo-ind.co.jp/terms/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/terms/index.html	(from https://en.yachiyo-ind.co.jp/)
18:35:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:28%20GMT	https://en.yachiyo-ind.co.jp/privacy/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/privacy/index.html	(from https://en.yachiyo-ind.co.jp/)
18:35:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:34:28%20GMT	https://en.yachiyo-ind.co.jp/products/driving-simulator/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/products/driving-simulator/index.html	(from https://en.yachiyo-ind.co.jp/)
18:35:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Nov%202024%2011:35:28%20GMT	https://en.yachiyo-ind.co.jp/sitemaps/	~/Downloads/yachiyo-website/en.yachiyo-ind.co.jp/sitemaps/index.html	(from https://en.yachiyo-ind.co.jp/)
